fileName,sport,startTime,totalDistance,totalTimerTime,avgHeartRate,maxHeartRate,avgCadence,avgSpeed,maxSpeed,totalAscent,totalDescent,startLatitude,startLongitude,endLatitude,endLongitude,recordCount,gpxFile
2025-09-09-07-55-49.fit,HIKING,2005-09-10T07:55:49-07:00,37558.94921875,33878.30078125,106,147,35,,,1772.0,1608.0,46.411161962896585,-121.40295077115297,46.57496874220669,-121.39397920109332,8000,gpx/2025-09-09-07-55-49.gpx
2025-09-10-06-21-12.fit,HIKING,2005-09-11T06:21:12-07:00,13523.3896484375,9866.4345703125,101,140,45,,,393.0,698.0,46.575318686664104,-121.39452947303653,46.64382616057992,-121.38018527068198,2296,gpx/2025-09-10-06-21-12.gpx
2025-09-10-13-58-10.fit,HIKING,2005-09-11T13:58:10-07:00,16648.73046875,13304.1298828125,106,136,37,,,683.0,425.0,46.875575138255954,-121.51833169162273,46.96288070641458,-121.45234188996255,2763,gpx/2025-09-10-13-58-10.gpx
2025-09-11-07-25-02.fit,HIKING,2005-09-12T07:25:02-07:00,40186.328125,29927.8046875,97,153,45,,,1061.0,1431.0,46.963808415457606,-121.45190812647343,47.16070510447025,-121.30505106411874,6367,gpx/2025-09-11-07-25-02.gpx
2025-09-12-07-22-43.fit,HIKING,2005-09-13T07:22:43-07:00,18075.919921875,13784.330078125,97,132,51,,,741.0,862.0,47.16143156401813,-121.3052758667618,47.24531773477793,-121.34522854350507,3422,gpx/2025-09-12-07-22-43.gpx
2025-09-12-13-38-57.fit,HIKING,2005-09-13T13:38:57-07:00,21648.19921875,17968.16015625,104,143,41,,,842.0,964.0,47.24556885659695,-121.34329224005342,47.344469111412764,-121.43658651039004,4232,gpx/2025-09-12-13-38-57.gpx
2025-09-13-06-07-18.fit,HIKING,2005-09-14T06:07:18-07:00,14016.75,12089.3427734375,92,124,44,,,339.0,711.0,47.3446037247777,-121.43654401414096,47.42482926696539,-121.41478668898344,2685,gpx/2025-09-13-06-07-18.gpx
2025-09-13-15-00-16.fit,HIKING,2005-09-14T15:00:16-07:00,12462.2900390625,10810.2890625,115,135,34,,,878.0,170.0,47.42389367893338,-121.41407414339483,47.461211923509836,-121.36639804579318,2491,gpx/2025-09-13-15-00-16.gpx
2025-09-14-07-03-51.fit,HIKING,2005-09-15T07:03:51-07:00,45551.5703125,38472.9375,99,134,46,,,1650.0,2358.0,47.461532866582274,-121.36665981262922,47.51680967397988,-121.20783154852688,9242,gpx/2025-09-14-07-03-51.gpx
2025-09-15-08-02-08.fit,HIKING,2005-09-16T08:02:08-07:00,37363.8984375,32107.107421875,100,131,43,,,1713.0,1169.0,47.51686784438789,-121.20735914446414,47.65815496444702,-121.14145274274051,7308,gpx/2025-09-15-08-02-08.gpx
2025-09-16-07-10-47.fit,HIKING,2005-09-17T07:10:47-07:00,7726.7099609375,6952.39208984375,88,108,43,,,31.0,783.0,47.65965348109603,-121.14008406177163,47.711267061531544,-121.15457930602133,1810,gpx/2025-09-16-07-10-47.gpx
2025-09-16-11-46-21.fit,HIKING,2005-09-17T11:46:21-07:00,27433.400390625,21663.19921875,106,146,44,,,1167.0,1117.0,47.74481470696628,-121.08946859836578,47.87347784265876,-121.15667670965195,5132,gpx/2025-09-16-11-46-21.gpx
2025-09-17-07-38-05.fit,HIKING,2005-09-18T07:38:05-07:00,33259.828125,27388.302734375,103,138,45,,,1554.0,1047.0,47.87313837558031,-121.15701450034976,48.033780651167035,-121.1488320864737,6230,gpx/2025-09-17-07-38-05.gpx
2025-09-18-07-52-10.fit,HIKING,2005-09-19T07:52:10-07:00,30993.7890625,27950.646484375,102,149,43,,,1405.0,1620.0,48.0335699301213,-121.14878648892045,48.16776126623154,-121.15489287301898,6764,gpx/2025-09-18-07-52-10.gpx
2025-09-19-08-07-29.fit,HIKING,2005-09-20T08:07:29-07:00,37408.8515625,31398.87109375,102,131,49,,,1221.0,1893.0,48.16802286542952,-121.15477669984102,48.18695733323693,-121.0290739685297,8052,gpx/2025-09-19-08-07-29.gpx
2025-09-20-07-50-19.fit,HIKING,2005-09-21T07:50:19-07:00,43617.87109375,32073.083984375,107,147,51,,,1524.0,1888.0,48.18649901077151,-121.0292032174766,48.3800002746284,-120.83796238526702,7987,gpx/2025-09-20-07-50-19.gpx
2025-09-21-13-11-07.fit,HIKING,2005-09-22T13:11:07-07:00,18309.529296875,14621.34375,104,133,50,,,930.0,478.0,48.37997303344309,-120.83740658126771,48.463271548971534,-120.78300442546606,3538,gpx/2025-09-21-13-11-07.gpx
2025-09-22-07-52-36.fit,HIKING,2005-09-23T07:52:36-07:00,42589.25,33211.5859375,105,167,49,,,1542.0,1173.0,48.46408140845597,-120.78268708661199,48.64811162464321,-120.7077919319272,7266,gpx/2025-09-22-07-52-36.gpx
2025-09-23-07-45-43.fit,HIKING,2005-09-24T07:45:43-07:00,37849.1484375,29286.900390625,107,151,46,,,1531.0,1040.0,48.648255206644535,-120.70786309428513,48.82152800448239,-120.73414228856564,6114,gpx/2025-09-23-07-45-43.gpx
2025-09-24-06-36-09.fit,HIKING,2005-09-25T06:36:09-07:00,45063.6015625,33456.25390625,111,161,44,,,1877.0,1569.0,48.82390704005957,-120.73150768876076,48.91524757258594,-120.77105929143727,7625,gpx/2025-09-24-06-36-09.gpx
2025-09-25-07-44-41.fit,HIKING,2005-09-26T07:44:41-07:00,35593.328125,27802.501953125,102,142,44,,,1241.0,1431.0,48.91489561647177,-120.77037465758622,48.721426874399185,-120.67009859718382,5964,gpx/2025-09-25-07-44-41.gpx
